pclass,sex,age,fare,survived
3,male,28,22.5250,0
3,male,42,8.4042,0
3,male,,7.3125,0
3,female,31,7.8542,0
3,male,28,7.8542,0
3,male,32,7.7750,1
3,male,20,9.2250,0
3,female,23,8.6625,0
3,female,20,8.6625,0
3,male,20,8.6625,0
3,male,16,9.2167,0
3,female,31,8.6833,1
3,female,,7.6292,0
3,male,2,21.0750,0
3,male,6,21.0750,0
3,female,3,21.0750,0
3,female,8,21.0750,0
3,female,29,21.0750,0
3,male,1,39.6875,0
3,male,7,39.6875,0
3,male,2,39.6875,0
3,male,16,39.6875,0
3,male,14,39.6875,0
3,female,41,39.6875,0
3,male,21,8.6625,0
3,male,19,14.5000,0
3,male,,8.7125,0
3,male,32,7.8958,0
3,male,0.75,13.7750,0
3,female,3,13.7750,0
3,female,26,13.7750,0
3,male,,7.0000,0
3,male,,7.7750,0
3,male,,8.0500,0
3,male,21,7.9250,0
3,male,25,7.9250,0
3,male,22,7.2500,0
3,male,25,7.7750,1
3,male,,22.3583,1
3,female,,22.3583,1
3,female,,22.3583,1
3,female,,8.1375,0
3,male,24,8.0500,0
3,female,28,7.8958,0
3,male,19,7.8958,0
3,male,,7.8958,0
3,male,25,7.7750,0
3,female,18,7.7750,0
3,male,32,8.0500,1
3,male,,7.8958,0
3,male,17,8.6625,0
3,male,24,8.6625,0
3,male,,7.8958,0
3,female,,8.1125,0
3,male,,7.2292,0
3,male,,7.2500,0
3,male,38,7.8958,0
3,male,21,8.0500,0
3,male,10,29.1250,0
3,male,4,29.1250,0
3,male,7,29.1250,0
3,male,2,29.1250,0
3,male,8,29.1250,0
3,female,39,29.1250,0
3,female,22,39.6875,0
3,male,35,7.1250,0
3,female,,7.7208,1
3,male,,14.5000,0
3,female,,14.5000,0
3,male,50,14.5000,0
3,female,47,14.5000,0
3,male,,8.0500,0
3,male,,7.7750,0
3,female,2,20.2125,0
3,male,18,20.2125,0
3,female,41,20.2125,0
3,female,,8.0500,1
3,male,50,8.0500,0
3,male,16,8.0500,0
3,male,,7.7500,1
3,male,,24.1500,0
3,male,,7.2292,0
3,male,25,7.2250,0
3,male,,7.2250,0
3,male,,7.7292,0
3,male,,7.5750,0
3,male,38.5,7.2500,0
3,male,,69.5500,0
3,male,14.5,69.5500,0
3,female,,69.5500,0
3,female,,69.5500,0
3,female,,69.5500,0
3,female,,69.5500,0
3,male,,69.5500,0
3,male,,69.5500,0
3,male,,69.5500,0
3,male,,69.5500,0
3,female,,69.5500,0
3,male,24,9.3250,0
3,female,21,7.6500,1
3,male,39,7.9250,0
3,male,,21.6792,0
3,male,,21.6792,0
3,male,,21.6792,0
3,female,1,16.7000,1
3,female,24,16.7000,1
3,female,4,16.7000,1
3,male,25,9.5000,1
3,male,20,8.0500,0
3,male,24.5,8.0500,0
3,male,,7.7250,0
3,male,,7.8958,0
3,male,,7.7500,0
3,male,29,9.5000,1
3,male,,15.1000,0
3,female,,7.7792,1
3,male,,8.0500,0
3,male,,8.0500,0
3,male,22,7.2292,0
3,male,,8.0500,0
3,male,40,7.8958,0
3,male,21,7.9250,0
3,female,18,7.4958,1
3,male,4,27.9000,0
3,male,10,27.9000,0
3,female,9,27.9000,0
3,female,2,27.9000,0
3,male,40,27.9000,0
3,female,45,27.9000,0
3,male,,7.8958,0
3,male,,8.0500,0
3,male,,8.6625,0
3,male,,7.7500,0
3,female,,7.7333,1
3,male,19,7.6500,0
3,male,30,8.0500,0
3,male,,8.0500,0
3,male,32,8.0500,0
3,male,,7.8958,0
3,male,33,8.6625,0
3,female,23,7.5500,1
3,male,21,8.0500,0
3,male,19,7.8958,0
3,female,22,9.8375,0
3,male,31,7.9250,1
3,male,27,8.6625,0
3,female,2,10.4625,0
3,female,29,10.4625,0
3,male,16,8.0500,1
3,male,44,7.9250,1
3,male,25,7.0500,0
3,male,74,7.7750,0
3,male,14,9.2250,1
3,male,24,7.7958,0
3,male,25,7.7958,1
3,male,34,8.0500,0
3,male,0.4167,8.5167,1
3,male,,6.4375,0
3,male,,6.4375,0
3,male,,7.2250,0
3,female,16,8.5167,1
3,male,,8.0500,0
3,male,,16.1000,0
3,female,,16.1000,1
3,male,32,7.9250,0
3,male,,7.7500,0
3,male,,7.8958,0
3,male,30.5,8.0500,0
3,male,44,8.0500,0
3,male,,7.2292,0
3,male,25,0.0000,1
3,male,,7.2292,0
3,male,7,15.2458,1
3,female,9,15.2458,1
3,female,29,15.2458,1
3,male,36,7.8958,0
3,female,18,9.8417,1
3,female,63,9.5875,1
3,male,,14.5000,0
3,male,11.5,14.5000,0
3,male,40.5,14.5000,0
3,female,10,24.1500,0
3,male,36,24.1500,0
3,female,30,24.1500,0
3,male,,9.5000,0
3,male,33,9.5000,0
3,male,28,9.5000,0
3,male,28,9.5000,0
3,male,47,9.0000,0
3,female,18,18.0000,0
3,male,31,18.0000,0
3,male,16,18.0000,0
3,female,31,18.0000,0
3,male,22,7.2250,1
3,male,20,7.8542,0
3,female,14,7.8542,0
3,male,22,7.8958,0
3,male,22,9.0000,0
3,male,,8.0500,0
3,male,,7.5500,0
3,male,,8.0500,0
3,male,32.5,9.5000,0
3,female,38,7.2292,1
3,male,51,7.7500,0
3,male,18,6.4958,0
3,male,21,6.4958,0
3,female,47,7.0000,1
3,male,,8.7125,0
3,male,,7.5500,0
3,male,,8.0500,0
3,male,28.5,16.1000,0
3,male,21,7.2500,0
3,male,27,8.6625,0
3,male,,7.2500,0
3,male,36,9.5000,0
3,male,27,14.4542,0
3,female,15,14.4542,1
3,male,45.5,7.2250,0
3,male,,7.2250,0
3,male,,14.4583,0
3,female,14.5,14.4542,0
3,female,,14.4542,0
3,male,26.5,7.2250,0
3,male,27,7.2250,0
3,male,29,7.8750,0
